eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,number_of_detected_causes,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIE10001,LCAIE10001-6,6,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,9.009575000000002,15.921425,46.812095723790236,6,"DL RBLER: recent=1.11, baseline=0.58, change=90.02% | (HU)CEU User Downlink Average Througput: recent=4.20, baseline=7.32, change=42.58% | (HU)CEU Cell Downlink Average Throughput: recent=3.89, baseline=6.65, change=41.45% | 0-156 m: recent=65.00, baseline=186.50, change=65.15% | DL Average CQI: recent=8.72, baseline=10.73, change=18.77%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage. | Check CEU scheduling and SINR. | Check traffic distribution and near-cell coverage. | Check interference, PCI, antenna tilt, azimuth, and coverage."
LCAIN12371,LCAIN12371-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,8.20725,15.08175,46.555158985216636,5,"(HU)CEU Cell Downlink Average Throughput: recent=7.77, baseline=9.95, change=21.99% | (HU) PDSCH MCS: recent=9.75, baseline=13.66, change=28.61% | DL Average CQI: recent=8.35, baseline=10.45, change=20.08% | 0-156 m: recent=7.75, baseline=11.75, change=34.04% | MAC CA Traffic Ratio: recent=15.26, baseline=20.67, change=26.14%",CEU Throughput Impact,(HU)CEU Cell Downlink Average Throughput,Cell edge throughput impacting overall.,Check CEU scheduling and SINR.,"Check CEU scheduling and SINR. | Check CQI, SINR, interference, and coverage. | Check interference, PCI, antenna tilt, azimuth, and coverage. | Check traffic distribution and near-cell coverage. | Check CA activation, SCell availability, and CA configuration."
LCAIN12581,LCAIN12581-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,18.489,32.331849999999996,45.75412536451856,5,"DL RBLER: recent=0.14, baseline=0.08, change=79.09% | (HU)CEU User Downlink Average Througput: recent=10.36, baseline=19.50, change=46.86% | (HU)CEU Cell Downlink Average Throughput: recent=8.43, baseline=13.97, change=39.65% | MAC CA Traffic Ratio: recent=33.98, baseline=53.77, change=36.80% | Reported Rank 2 (%): recent=45.90, baseline=66.23, change=20.33%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage. | Check CEU scheduling and SINR. | Check CA activation, SCell availability, and CA configuration. | Check MIMO conditions, correlation, and rank adaptation."
LCAIN11982,LCAIN11982-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,24.2984,41.94725,39.88482598126327,4,"(HU)CEU Cell Downlink Average Throughput: recent=4.45, baseline=11.25, change=60.44% | (HU)CEU User Downlink Average Througput: recent=8.96, baseline=16.12, change=44.41% | MAC CA Traffic Ratio: recent=31.49, baseline=77.67, change=59.46% | Reported Rank 2 (%): recent=50.77, baseline=68.17, change=17.40%",CEU Throughput Impact,(HU)CEU Cell Downlink Average Throughput,Cell edge throughput impacting overall.,Check CEU scheduling and SINR.,"Check CEU scheduling and SINR. | Check CEU parameters and coverage. | Check CA activation, SCell availability, and CA configuration. | Check MIMO conditions, correlation, and rank adaptation."
LCAIN12585,LCAIN12585-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,7.315075,12.957525,39.11091956661927,6,"6.6-14 km: recent=1.25, baseline=0.25, change=400.00% | DL RBLER: recent=7.43, baseline=5.40, change=37.54% | (HU) PDSCH MCS: recent=4.42, baseline=7.96, change=44.52% | CQI_CW1: recent=7.21, baseline=9.65, change=25.25% | 0-156 m: recent=1.25, baseline=2.00, change=37.50%",Cell Edge Impact on Throughput,6.6-14 km,Distant users impacting throughput.,"Check coverage, user distribution, and edge scheduling.","Check coverage, user distribution, and edge scheduling. | Check interference, radio quality, and coverage. | Check CQI, SINR, interference, and coverage. | Check MIMO channel conditions. | Check traffic distribution and near-cell coverage."
LCAIN10132,LCAIN10132-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,21.1938,34.824725,38.56043158932141,6,"(HU)CEU User Downlink Average Througput: recent=12.74, baseline=20.13, change=36.74% | DL RBLER: recent=0.23, baseline=0.17, change=34.47% | (HU)CEU Cell Downlink Average Throughput: recent=10.74, baseline=14.10, change=23.82% | (HU) PDSCH MCS: recent=8.24, baseline=11.72, change=29.71% | CQI_CW1: recent=10.09, baseline=11.92, change=15.30%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check CQI, SINR, interference, and coverage. | Check MIMO channel conditions."
LCAIN12841,LCAIN12841-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,29.388624999999998,42.0713,35.0269940222411,5,"DL RBLER: recent=0.13, baseline=0.04, change=216.92% | (HU)CEU User Downlink Average Througput: recent=31.52, baseline=48.85, change=35.48% | 6.6-14 km: recent=22.75, baseline=17.00, change=33.82% | (HU)CEU Cell Downlink Average Throughput: recent=25.17, baseline=31.87, change=21.02% | MAC CA Traffic Ratio: recent=47.82, baseline=76.64, change=37.60%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage. | Check coverage, user distribution, and edge scheduling. | Check CEU scheduling and SINR. | Check CA activation, SCell availability, and CA configuration."
LCAIN10128_03-1-30-115,LCAIN10128-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,19.757150000000003,27.476100000000002,34.96170638421076,2,"DL RBLER: recent=0.26, baseline=0.13, change=98.74% | MAC CA Traffic Ratio: recent=7.35, baseline=16.63, change=55.83%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CA activation, SCell availability, and CA configuration."
LCAIN12059,LCAIN12059-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,15.791599999999999,22.469549999999998,31.22821433669288,3,"MAC CA Traffic Ratio: recent=5.38, baseline=20.17, change=73.31% | DL RBLER: recent=0.56, baseline=0.44, change=29.19% | (HU)CEU Cell Downlink Average Throughput: recent=15.24, baseline=19.44, change=21.60%",Low CA Usage,MAC CA Traffic Ratio,CA traffic ratio decreased while DL throughput degraded.,"Check CA activation, SCell availability, and CA configuration.","Check CA activation, SCell availability, and CA configuration. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR."
LCAIN12901,LCAIN12901-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,23.11005,35.434475,30.381081346859215,2,"0-156 m: recent=220.50, baseline=465.00, change=52.58% | (HU) PDSCH MCS: recent=9.94, baseline=13.39, change=25.76%",Near Users Drop,0-156 m,Near-cell users decreased.,Check traffic distribution and near-cell coverage.,"Check traffic distribution and near-cell coverage. | Check CQI, SINR, interference, and coverage."
LCAIN13988,LCAIN13988-3,3,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,9.96435,13.55725,28.488729434971596,2,"DL RBLER: recent=0.27, baseline=0.17, change=58.75% | (HU)CEU User Downlink Average Througput: recent=10.23, baseline=13.21, change=22.58%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage."
LCAIN11981,LCAIN11981-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,15.65915,22.278275,28.1040599303019,4,"DL RBLER: recent=0.33, baseline=0.13, change=165.06% | MAC CA Traffic Ratio: recent=13.44, baseline=52.05, change=74.17% | (HU)CEU User Downlink Average Througput: recent=15.82, baseline=21.93, change=27.88% | (HU)CEU Cell Downlink Average Throughput: recent=13.86, baseline=17.81, change=22.22%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CA activation, SCell availability, and CA configuration. | Check CEU parameters and coverage. | Check CEU scheduling and SINR."
LCAIN12005,LCAIN12005-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,21.7346,30.2533,28.0581039911442,1,"MAC CA Traffic Ratio: recent=26.65, baseline=40.06, change=33.48%",Low CA Usage,MAC CA Traffic Ratio,CA traffic ratio decreased while DL throughput degraded.,"Check CA activation, SCell availability, and CA configuration.","Check CA activation, SCell availability, and CA configuration."
LCAIN10691,LCAIN10691-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,14.263475,20.03275,27.872964140930428,5,"0-156 m: recent=12.25, baseline=55.75, change=78.03% | DL RBLER: recent=0.65, baseline=0.47, change=37.65% | (HU)CEU Cell Downlink Average Throughput: recent=11.04, baseline=16.93, change=34.78% | (HU)CEU User Downlink Average Througput: recent=13.21, baseline=20.22, change=34.66% | Reported Rank 2 (%): recent=33.75, baseline=49.83, change=16.08%",Near Users Drop,0-156 m,Near-cell users decreased.,Check traffic distribution and near-cell coverage.,"Check traffic distribution and near-cell coverage. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check CEU parameters and coverage. | Check MIMO conditions, correlation, and rank adaptation."
LCAIN10512_Site_512,LCAIN10512-6,6,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,19.865775,27.768150000000002,27.558918349460512,3,"DL RBLER: recent=0.40, baseline=0.27, change=47.96% | (HU)CEU User Downlink Average Througput: recent=13.76, baseline=17.28, change=20.35% | (HU) PDSCH MCS: recent=10.09, baseline=12.04, change=16.25%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage. | Check CQI, SINR, interference, and coverage."
LCAIN12059,LCAIN12059-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,25.25645,36.8727,27.46680443342394,4,"(HU)CEU User Downlink Average Througput: recent=7.04, baseline=18.23, change=61.40% | DL RBLER: recent=0.75, baseline=0.47, change=60.34% | (HU)CEU Cell Downlink Average Throughput: recent=6.07, baseline=14.60, change=58.46% | 6.6-14 km: recent=5.25, baseline=4.25, change=23.53%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check coverage, user distribution, and edge scheduling."
LCAIN10806,LCAIN10806-6,6,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,19.90805,25.73065,26.21202607814571,1,"DL RBLER: recent=0.26, baseline=0.21, change=23.38%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage."
LCAIN12919,LCAIN12919-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,13.543875,17.830125000000002,26.13087224503422,2,"(HU)CEU Cell Downlink Average Throughput: recent=5.94, baseline=9.76, change=39.11% | (HU)CEU User Downlink Average Througput: recent=7.96, baseline=11.62, change=31.53%",CEU Throughput Impact,(HU)CEU Cell Downlink Average Throughput,Cell edge throughput impacting overall.,Check CEU scheduling and SINR.,Check CEU scheduling and SINR. | Check CEU parameters and coverage.
LCAIN11826,LCAIN11826-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,18.525375,25.268375000000002,26.031200075926854,5,"(HU)CEU User Downlink Average Througput: recent=10.98, baseline=18.61, change=41.00% | (HU)CEU Cell Downlink Average Throughput: recent=9.72, baseline=14.96, change=35.01% | DL RBLER: recent=0.52, baseline=0.42, change=24.25% | 0-156 m: recent=755.25, baseline=1181.75, change=36.09% | (HU) PDSCH MCS: recent=10.10, baseline=12.10, change=16.54%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check CEU scheduling and SINR. | Check interference, radio quality, and coverage. | Check traffic distribution and near-cell coverage. | Check CQI, SINR, interference, and coverage."
